img_id,feat_area,feat_perimeter,feat_aspect_ratio,feat_extent,feat_compactness,feat_mean_r,feat_mean_g,feat_mean_b,label
PAT_1516_1765_530.png,103150.5,2376.3241444826126,0.7638297872340426,0.611334676702424,4.356424179220394,34.95069266438178,77.46897650797308,139.1737373155535,0
PAT_46_881_939.png,774371.5,14854.952892780304,0.699622641509434,0.6304544991960269,22.676881625991456,105.78439147340434,111.77932362026834,152.3000586574864,1
PAT_1545_1867_547.png,213535.5,6336.978364706039,0.8328125,0.6259835248592871,14.965267994743936,77.65382801446314,78.23679221727994,142.55948010394224,0
PAT_1989_4061_934.png,2229041.0,28773.341416835785,0.8403401039206424,0.5918630811416348,29.556477700026225,114.27262104734817,131.85401550387596,150.02862796274607,0
PAT_684_1302_588.png,394735.0,10063.458928227425,0.7466517857142857,0.6585238495622464,20.416394890269366,89.26225142000968,100.79754057081007,130.325293084484,1
PAT_1549_1882_230.png,38895.0,3919.6491688489914,0.99581589958159,0.6837839738405822,31.43335620084071,81.45531820533668,94.567299874344,111.66760292704559,0
PAT_778_1471_835.png,240213.5,6275.959034323692,1.0,0.9092245908340777,13.048269710867325,151.91997464477996,178.82514365213956,226.4999259100713,1
PAT_117_179_983.png,405221.5,15582.039446115494,1.003006012024048,0.40562793919507345,47.68109879439267,126.91453809098327,123.685904782254,143.73497533118373,1
PAT_1995_4080_695.png,1280369.5,16673.369186997414,0.6043395022335674,0.8628123338470527,17.27832142947169,51.03655034340937,61.44280082877991,104.62044489452315,0
PAT_705_4015_413.png,1188500.5,17204.21607875824,0.7836593785960875,0.502079499618952,19.818032861404276,95.51021479797417,105.80787249751455,130.1129142171024,0
PAT_2140_4726_141.png,1183097.0,60155.32342135906,1.0,0.5942460800805256,243.39850985862574,91.20436808565043,118.50313005038699,198.0929407743989,0
PAT_967_1827_247.png,164661.5,4271.298880934715,0.5033288948069241,0.5800431875664899,8.816942174013523,137.79318398789545,130.19354664393063,188.7911665635939,1
PAT_2088_4524_465.png,183027.0,5919.31437265873,0.7946708463949843,0.5658307210031348,15.234134526554062,82.27760833719513,117.55213441248424,154.1153423358372,0
PAT_636_1204_521.png,76610.5,6209.938822507858,0.8382352941176471,0.5490375243664717,40.05682126907112,60.60243016125369,72.97005829358771,99.28784667019961,1
