img_id,feat_area,feat_perimeter,feat_aspect_ratio,feat_extent,feat_compactness,feat_mean_r,feat_mean_g,feat_mean_b,label
PAT_1516_1765_530.png,104552.5,2226.986051797867,0.7638297872340426,0.6196438096366976,3.774771852615709,35.40810774946922,77.99196239005157,139.6541458143767,0
PAT_46_881_939.png,809247.0,15723.851509690285,0.7645283018867924,0.6029145635046285,24.312348118097525,107.0617515575446,113.15309523692814,153.43329640649586,1
PAT_1545_1867_547.png,213849.5,5817.473750948906,0.8265625,0.6316443171077505,12.593625127071547,79.74213795781027,80.50028194272403,144.7150113701492,0
PAT_1989_4061_934.png,2171116.5,30530.1365660429,0.8360888049126122,0.5794140252836201,34.16366872722594,113.31310663165144,131.3254613147562,149.75741052068685,0
PAT_684_1302_588.png,323335.5,10678.038784503937,0.7466517857142857,0.5394103339205637,28.062071971324766,86.4402944566762,98.15803565438544,129.18258387563048,1
PAT_1549_1882_230.png,115283.5,6080.3753353357315,1.3097112860892388,0.6063754806200328,25.52018157957242,119.06927938244901,131.28432794672776,144.30496670483947,0
PAT_778_1471_835.png,77454.0,4689.310196876526,1.1232558139534883,0.37293081034233716,22.592495744332865,148.63036748049333,178.4182481751825,227.76695192549712,1
PAT_117_179_983.png,423873.0,14910.351065993309,0.998997995991984,0.42600044622846495,41.737854479205474,127.77809648888321,125.16795946118711,144.8253367580572,1
PAT_1995_4080_695.png,1249033.5,12674.974855065346,0.5807275047862157,0.8759184975841007,10.235528272529592,53.564598522401106,63.587316465846165,106.14619684473892,0
PAT_705_4015_413.png,1216811.5,18922.76858794689,0.7479406919275123,0.49060983742453235,23.41726588243281,96.20674206833498,106.50447552847154,130.8221331515639,0
PAT_2140_4726_141.png,678292.5,21397.382378935814,1.7726130653266332,0.603916552998871,53.71485607985937,88.68046375681429,117.83439418165312,194.71883470116086,0
PAT_967_1827_247.png,175014.0,4316.45321059227,0.49533954727030627,0.6264550491817362,8.471716624238054,141.23386239797418,133.43786316670057,192.41403830066244,1
PAT_2088_4524_465.png,184193.0,7416.89631831646,0.8192955589586524,0.5272373373788839,23.766292102137474,82.93090804284823,118.27754738229817,154.9563458387374,0
PAT_636_1204_521.png,51971.5,4536.048225283623,0.6470588235294118,0.482504270647653,31.505052717359735,63.37071651090343,76.79674751520545,101.38380804035009,1
PAT_38_54_234.png,1987133.5,36642.01355087757,1.0,0.609244409860573,53.76773637135538,117.5464072364571,134.384584580786,181.32236706764903,1
PAT_741_1401_619.png,892997.5,23057.039240837097,0.5552631578947368,0.6960880986530307,47.374754268737746,91.82752357187081,97.48311342519524,116.26150516626296,1
PAT_380_1540_959.png,3433301.0,32879.80891907215,0.9582436504520018,0.6639532639540762,25.057447316188494,84.57484415746404,100.21265392079225,140.6061716254906,1
PAT_1783_3414_120.png,258523.0,3912.2967950105667,1.0933333333333333,0.5189661748469336,4.711449458987059,58.77518000814551,69.46938132525955,113.23733026980089,0
PAT_759_1538_566.png,109569.5,6402.840403914452,1.0329218106995885,0.44910686472218125,29.774591361776533,89.22708042004757,104.63809642567671,175.56660995965194,1
PAT_821_1547_77.png,357429.5,7677.551085233688,1.706451612903226,0.5448952680041466,13.123363913821153,73.77615866504047,87.33658110655284,129.95592914957314,1
PAT_1693_3103_879.png,190684.5,5411.567116498947,1.4067415730337078,0.6845119718562659,12.221396715249059,127.53998756541112,147.24646391378687,154.45266566499146,0
