filename,probability,label,prediction
PAT_1057_242_297.png,0.345390362834512,0,0
PAT_2150_4766_754.png,0.33295298384050387,0,0
PAT_20_29_850.png,0.346273779404974,1,0
PAT_1554_2392_767.png,0.7474989526106732,0,1
PAT_528_993_589.png,0.725745036097431,0,1
PAT_637_1217_274.png,0.6397968165583447,1,1
PAT_430_847_315.png,0.5677158326880833,1,1
PAT_38_1002_668.png,0.44785061500474654,1,0
PAT_795_1508_925.png,0.25111681383483025,0,0
PAT_1707_3148_237.png,0.3727360228082516,0,0
PAT_662_1251_380.png,0.6582960048982356,1,1
PAT_153_233_45.png,0.5988521209307227,1,1
PAT_1573_2499_849.png,0.2965789100783443,0,0
PAT_467_904_535.png,0.5077369646462044,1,1
PAT_503_950_368.png,0.6614703333657296,1,1
PAT_1090_376_384.png,0.3404692204358863,0,0
PAT_1364_1246_447.png,0.3856795580119185,0,0
PAT_168_262_292.png,0.8288373473342251,1,1
PAT_118_180_386.png,0.6016817020317696,1,1
PAT_168_260_654.png,0.6253320544786837,1,1
PAT_1694_3110_213.png,0.7284412570767475,0,1
PAT_1810_3484_347.png,0.7788069444503705,0,1
PAT_1626_2811_850.png,0.5067573374241154,0,1
PAT_1309_1096_393.png,0.5424836355389278,0,1
PAT_854_1635_103.png,0.5301100935197679,1,1
PAT_15_3138_959.png,0.37984350158667196,0,0
PAT_1411_1415_723.png,0.5120351513802671,0,1
PAT_835_1578_52.png,0.6573548864154357,1,1
PAT_115_176_455.png,0.7364111450240092,1,1
PAT_566_179_23.png,0.23069851458691146,0,0
PAT_1503_1728_65.png,0.5960787385266216,0,1
PAT_665_1260_16.png,0.5994626425399663,0,1
PAT_690_1309_154.png,0.4822408165804242,1,0
PAT_767_1501_691.png,0.6047830457161418,1,1
PAT_1411_1414_355.png,0.4932586037770381,0,0
PAT_1934_3890_306.png,0.6090177943277405,0,1
PAT_160_248_254.png,0.5234826982047796,1,1
PAT_461_895_72.png,0.624878591654883,1,1
PAT_1074_322_174.png,0.34891443420796625,0,0
PAT_1094_381_85.png,0.3328810683253843,0,0
PAT_364_749_377.png,0.547818341734621,1,1
PAT_1914_3822_863.png,0.5383969617960253,0,1
PAT_573_1090_164.png,0.675921488151828,1,1
PAT_575_1088_134.png,0.688519804543554,1,1
PAT_1340_1208_931.png,0.35981794935432376,0,0
PAT_309_663_812.png,0.5675929424248206,0,1
PAT_2016_4155_600.png,0.43768916031077615,0,0
PAT_388_2452_548.png,0.3993624336498048,0,0
PAT_53_82_657.png,0.616142625040811,1,1
PAT_455_885_115.png,0.5237203406301666,1,1
PAT_735_1391_683.png,0.5210945132821808,0,1
PAT_963_1819_298.png,0.5288961696075989,1,1
PAT_1392_1353_161.png,0.467195656818341,0,0
PAT_1554_2393_541.png,0.45488859242874935,0,0
PAT_1549_1882_230.png,0.48339819001995044,0,0
PAT_1582_2574_905.png,0.45107918719673906,0,0
PAT_590_1121_504.png,0.5030289456809486,1,1
PAT_902_1718_852.png,0.6097676006519311,1,1
PAT_2162_4820_913.png,0.5956728500990568,0,1
PAT_890_1694_29.png,0.5015379927860361,0,1
PAT_544_1028_226.png,0.4543640420759508,1,0
PAT_396_796_394.png,0.6728720616679428,1,1
PAT_532_3216_633.png,0.6378272190036509,0,1
PAT_406_1542_301.png,0.5129044538633967,1,1
PAT_2079_4480_586.png,0.5478635031942694,0,1
PAT_1538_1830_693.png,0.28141161002834963,0,0
PAT_1790_3427_355.png,0.5342181204681169,0,1
PAT_1794_3435_711.png,0.18724183964454602,0,0
PAT_1969_3980_995.png,0.4051712814352208,0,0
PAT_547_1033_445.png,0.2843005880023826,1,0
PAT_2039_4290_273.png,0.3227765785651254,0,0
PAT_221_339_566.png,0.42933217531554946,1,0
PAT_136_203_436.png,0.6439961342456665,1,1
PAT_876_1665_386.png,0.5100431688842822,1,1
PAT_1388_3513_146.png,0.7971195993716907,0,1
PAT_724_1369_896.png,0.4963807075443481,1,0
PAT_1918_3837_15.png,0.3754145777381234,0,0
PAT_1431_1495_511.png,0.2673786457924128,0,0
PAT_147_219_544.png,0.6692420431792739,1,1
PAT_15_23_240.png,0.6093953337622557,1,1
PAT_319_679_533.png,0.5162489038226968,1,1
PAT_162_252_773.png,0.6288253185509429,1,1
PAT_727_1373_776.png,0.48362127624344214,1,0
PAT_809_1527_902.png,0.6059053622264546,1,1
PAT_1572_2495_335.png,0.5524066896047657,0,1
PAT_315_673_227.png,0.5516833927820685,1,1
PAT_1400_1372_276.png,0.4735798135111681,0,0
PAT_115_177_622.png,0.7246848864558415,1,1
PAT_349_724_133.png,0.5571011756170076,1,1
PAT_2068_4424_995.png,0.6238783043121594,0,1
PAT_131_197_260.png,0.7803176173537231,1,1
PAT_565_1073_749.png,0.3285386733263173,1,0
PAT_107_160_609.png,0.5784324663466044,0,1
PAT_205_311_255.png,0.3905090867789622,0,0
PAT_224_1340_551.png,0.5670550512480619,0,1
PAT_412_818_61.png,0.6559554916161037,0,1
PAT_1727_3233_399.png,0.4581916488997001,0,0
PAT_428_845_189.png,0.6683233731307587,0,1
PAT_388_1592_850.png,0.39461747789786145,1,0
PAT_256_394_449.png,0.31407049974889695,1,0
PAT_385_783_574.png,0.47329994884838905,1,0
PAT_2140_4726_141.png,0.38035045389102584,0,0
PAT_487_930_973.png,0.6572883695489342,1,1
PAT_713_1336_159.png,0.52607492679946,1,1
PAT_887_1688_436.png,0.3322921214643401,1,0
PAT_1710_3160_488.png,0.5546561094045963,0,1
PAT_1571_2484_488.png,0.450103625789034,0,0
PAT_377_1580_429.png,0.3616865191760132,1,0
PAT_654_1244_16.png,0.48709327767551713,1,0
PAT_1455_1585_690.png,0.4595013618588553,0,0
PAT_817_4471_179.png,0.490600983223704,0,0
PAT_1682_3050_600.png,0.44780260910707415,0,0
PAT_154_237_625.png,0.6252287939820295,1,1
PAT_354_1814_153.png,0.6380275416560817,0,1
PAT_711_4067_260.png,0.53873612217429,0,1
PAT_526_991_109.png,0.6336030010816451,1,1
PAT_986_1855_702.png,0.6606939986322302,1,1
PAT_164_255_119.png,0.5233708645958741,1,1
PAT_93_361_51.png,0.42350285644548363,0,0
PAT_356_736_188.png,0.466869073487105,1,0
PAT_1148_542_708.png,0.731698681315288,0,1
PAT_1288_1003_969.png,0.5904482657744484,0,1
PAT_935_1785_530.png,0.5720830840280845,1,1
PAT_669_1265_76.png,0.5306460384667345,1,1
PAT_1180_651_559.png,0.408196717304026,0,0
PAT_1819_3569_217.png,0.23569944502397816,0,0
PAT_1550_1888_216.png,0.362648229255594,0,0
PAT_1497_1712_633.png,0.46322289088407476,0,0
PAT_1094_381_446.png,0.22853351608334982,0,0
PAT_368_1652_525.png,0.6146946073047422,1,1
PAT_147_219_206.png,0.7113500867356776,1,1
PAT_155_240_211.png,0.6355970771223973,1,1
PAT_318_677_278.png,0.3602984481790885,1,0
PAT_419_2767_323.png,0.37518713391270087,0,0
PAT_1418_1448_307.png,0.3872846721138211,0,0
PAT_1330_1172_722.png,0.45888398643190176,0,0
PAT_1955_3947_778.png,0.27777843073994446,0,0
PAT_1918_3836_82.png,0.4142066774842117,0,0
PAT_188_289_908.png,0.5540249548963818,1,1
PAT_749_1415_164.png,0.3754110609620061,0,0
PAT_1484_1682_240.png,0.583463585223962,0,1
PAT_267_1062_418.png,0.7948766399691187,1,1
PAT_1730_3236_201.png,0.4646347507115734,0,0
PAT_55_84_506.png,0.6665472322092209,1,1
PAT_1308_1095_117.png,0.8344688646975917,0,1
PAT_697_1317_892.png,0.5573492124504723,1,1
PAT_1335_1181_21.png,0.4281774020438425,0,0
PAT_330_698_302.png,0.5540125319332434,1,1
PAT_621_3591_171.png,0.6641331536800135,0,1
PAT_747_1410_622.png,0.5031810126347044,0,1
PAT_645_1500_364.png,0.45586750725437886,1,0
PAT_657_1247_455.png,0.46496298842133055,1,0
PAT_885_1687_823.png,0.4952073485106808,1,0
PAT_1278_965_701.png,0.542382316645903,0,1
PAT_1736_3246_166.png,0.6156721183823649,0,1
PAT_1184_678_86.png,0.48033455898133093,0,0
PAT_1906_3798_588.png,0.40515154414869287,0,0
PAT_688_1305_242.png,0.4338775440276577,1,0
PAT_838_1585_979.png,0.33560314477936404,1,0
PAT_1415_1437_743.png,0.554473226322976,0,1
PAT_108_162_660.png,0.598482476501849,0,1
PAT_176_273_423.png,0.6187116806597595,0,1
PAT_1405_1395_96.png,0.32075534056469795,0,0
PAT_682_1292_978.png,0.7150557965274742,1,1
PAT_645_1461_111.png,0.43532876385885383,1,0
PAT_1280_972_727.png,0.5600378150750493,0,1
PAT_251_382_576.png,0.49461220509598225,1,0
PAT_243_372_640.png,0.40747756951502245,1,0
PAT_714_1337_914.png,0.423508270750497,1,0
PAT_379_1531_17.png,0.6240322900814917,1,1
PAT_1753_3305_385.png,0.5103476183014624,0,1
PAT_500_947_77.png,0.46958561189632037,1,0
PAT_73_111_609.png,0.7330348213996505,1,1
PAT_656_1246_489.png,0.5334653909961015,1,1
PAT_1746_3284_798.png,0.32204749124623977,0,0
PAT_1774_3352_474.png,0.5286231339899601,0,1
PAT_652_1231_516.png,0.511094359613892,1,1
PAT_49_75_326.png,0.36153102175865987,1,0
PAT_1658_2933_322.png,0.3408432244839709,0,0
PAT_927_1759_749.png,0.5560701002345757,1,1
PAT_930_1760_560.png,0.7121179041029593,1,1
PAT_996_6_622.png,0.26796477435993343,0,0
PAT_624_1180_803.png,0.6075782710705955,1,1
PAT_779_1472_741.png,0.6486530198466971,1,1
PAT_478_916_806.png,0.5488386255752007,1,1
PAT_894_1680_410.png,0.5296440788214243,1,1
PAT_632_1206_634.png,0.4303613207255591,1,0
PAT_824_1560_801.png,0.5736230504575371,1,1
PAT_951_1836_991.png,0.6106539593934,0,1
PAT_962_1823_857.png,0.6138400766961903,1,1
PAT_698_1150_881.png,0.3275905853855338,0,0
PAT_879_1676_668.png,0.3950441634359782,1,0
PAT_486_929_274.png,0.47818282743550267,1,0
PAT_2127_4662_596.png,0.39735300623133174,0,0
PAT_837_1583_124.png,0.47739705272664734,1,0
PAT_46_880_308.png,0.34024744229793324,1,0
PAT_1765_3337_365.png,0.6599196821467594,0,1
PAT_63_99_189.png,0.474299980554085,1,0
PAT_2034_4269_670.png,0.27647206354138737,0,0
PAT_1208_736_599.png,0.6430102064376445,0,1
PAT_473_911_610.png,0.4151910654248996,1,0
PAT_1145_534_529.png,0.42782017822364904,0,0
PAT_85_129_896.png,0.683390874492944,0,1
PAT_1603_2704_969.png,0.550465275492664,0,1
PAT_1689_3077_411.png,0.6799414702031218,0,1
PAT_170_264_785.png,0.4361424514721024,1,0
PAT_2025_4229_541.png,0.2289662824599805,0,0
PAT_631_1207_982.png,0.5995377069178777,1,1
PAT_1307_1088_252.png,0.4173415816942458,0,0
PAT_479_917_41.png,0.7799262379300966,1,1
PAT_666_1268_870.png,0.39311063215997133,1,0
PAT_363_745_516.png,0.27897633120930226,1,0
PAT_851_4520_743.png,0.4176455450234502,0,0
PAT_1021_112_40.png,0.26852723970729603,0,0
PAT_701_4056_457.png,0.6211719121096076,0,1
PAT_875_1670_121.png,0.46286524351754993,1,0
PAT_1344_1222_456.png,0.7159170617248282,0,1
PAT_841_1603_667.png,0.36777420166547314,1,0
